2019-05-25 20:05:00.537049,euclidean;lda-dr;,1,None,kfold_cross_val_predictions,5,NSW,0.8482876647922818,0.9080769850217426,0.7958852383809154,0.5879769140405537,0.49878682842287697,0.7160094539121782,0.7782329008137233
2019-05-25 20:05:03.865113,lda;lda-dr;,1,None,kfold_cross_val_predictions,5,NSW,0.9004062288422479,0.8651725596070651,0.9386314712213714,0.569631363370392,0.6912835078998757,0.4843886055479537,0.8382449967011216
2019-05-25 20:05:07.393462,lda;,1,RFE_fs,kfold_cross_val_predictions,5,NSW,0.8930874953567689,0.8561947618893457,0.9333027490560045,0.5318645571491942,0.6555494805904866,0.44744371190446575,0.8259291840774137
2019-05-25 20:05:09.697128,mahalanobis;,1,RFE_fs,kfold_cross_val_predictions,5,NSW,0.8126480985122169,0.9037107434446412,0.7382574019832727,0.5464121132323897,0.4392530430180691,0.7227267073019032,0.7348251594457884
2019-05-25 20:05:11.530103,euclidean;lda-dr;,1,None,kfold_cross_val_predictions,5,VIC,0.8745905246174156,0.9137719656722517,0.8386310360993905,0.6499727074235808,0.5804996953077391,0.7383351418384747,0.8153414203952342
2019-05-25 20:05:14.630377,lda;lda-dr;,1,None,kfold_cross_val_predictions,5,VIC,0.9028112811957527,0.8695444478221218,0.9387248007501172,0.6152610441767069,0.7250736222128734,0.5343357618973803,0.8448220006479248
2019-05-25 20:05:17.533708,lda;,1,RFE_fs,kfold_cross_val_predictions,5,VIC,0.8868690003768817,0.8412331244479959,0.9377402719174871,0.5119081779053084,0.6683316683316683,0.41481940784374516,0.8163133076563118
2019-05-25 20:05:19.296844,mahalanobis;,1,RFE_fs,kfold_cross_val_predictions,5,VIC,0.8336381171873043,0.8950992522459519,0.7800750117205814,0.5754650642459886,0.4896649260226284,0.6977212835219346,0.7609517295993665
2019-05-25 20:05:20.555418,euclidean;lda-dr;,1,None,kfold_cross_val_predictions,5,QNL,0.8682955549013834,0.9040088267745494,0.8352967829632986,0.642822928309117,0.5806172483415056,0.7199570815450643,0.8075533379215416
2019-05-25 20:05:22.053350,lda;lda-dr;,1,None,kfold_cross_val_predictions,5,QNL,0.8999076739260305,0.8643714136671883,0.9384911644766651,0.6188210961737333,0.7336929867582148,0.5350500715307582,0.8414487267721955
2019-05-25 20:05:23.474631,lda;,1,RFE_fs,kfold_cross_val_predictions,5,QNL,0.8826475070759852,0.8495389773679799,0.9184413230629814,0.5578342904019687,0.6538461538461539,0.4864091559370529,0.8145216792842395
2019-05-25 20:05:24.312676,mahalanobis;,1,RFE_fs,kfold_cross_val_predictions,5,QNL,0.8271099431644564,0.8980756469807565,0.7665382872677843,0.5891067538126362,0.495964783565664,0.7253218884120172,0.7566242257398486
2019-05-25 20:05:25.034182,euclidean;lda-dr;,1,None,kfold_cross_val_predictions,5,SAU,0.9089769165004274,0.9395546129374337,0.8803267829542946,0.6843249654081834,0.6149200710479573,0.7713903743315508,0.8586975756503273
2019-05-25 20:05:26.341848,lda;lda-dr;,1,None,kfold_cross_val_predictions,5,SAU,0.9265803748858692,0.9022068821253006,0.9523073526164716,0.6569636135508157,0.7518667432510052,0.5833333333333334,0.8790479561139621
2019-05-25 20:05:27.793449,lda;,1,RFE_fs,kfold_cross_val_predictions,5,SAU,0.9185034957570583,0.8890381237731171,0.9499889600353278,0.6051202482544609,0.7208872458410351,0.5213903743315508,0.8648911697044771
2019-05-25 20:05:28.619259,mahalanobis;,1,RFE_fs,kfold_cross_val_predictions,5,SAU,0.8810263019155293,0.9384749781604892,0.8302053433429013,0.6329296945599132,0.5323806628154454,0.7803030303030303,0.8202972925145992
2019-05-25 20:05:29.375598,euclidean;lda-dr;,1,None,kfold_cross_val_predictions,5,TAS,0.8516032811334825,0.8961079723791588,0.8113100312588803,0.6096508434680267,0.5392088827203331,0.7012635379061372,0.7849578560622433
2019-05-25 20:05:30.213930,lda;lda-dr;,1,None,kfold_cross_val_predictions,5,TAS,0.8864250946457546,0.8454990972401342,0.9315146348394431,0.5479009687836384,0.6786666666666666,0.45938628158844763,0.8184568835098336
2019-05-25 20:05:31.048449,lda;,1,RFE_fs,kfold_cross_val_predictions,5,TAS,0.8804897524620707,0.8280350438047559,0.9400397840295539,0.4839080459770115,0.6661392405063291,0.3799638989169675,0.8059217635617031
2019-05-25 20:05:31.592494,mahalanobis;,1,RFE_fs,kfold_cross_val_predictions,5,TAS,0.8154176904176905,0.8870698296024057,0.7544757033248082,0.561633843909555,0.47123623011015914,0.6949458483754513,0.7402204452128809
2019-05-25 20:05:32.227265,euclidean;lda-dr;,1,None,kfold_cross_val_predictions,5,WAU,0.9039066463723998,0.9282067312701886,0.8808464352813211,0.7200709429500444,0.6690469651194727,0.77952,0.8569270282520018
2019-05-25 20:05:33.832920,lda;lda-dr;,1,None,kfold_cross_val_predictions,5,WAU,0.9194953582480362,0.8866140286448769,0.9549095223969148,0.6909157375251325,0.8056265984654731,0.6048,0.872261670947273
2019-05-25 20:05:35.377770,lda;,1,RFE_fs,kfold_cross_val_predictions,5,WAU,0.9137157583277656,0.8830366202379855,0.9466033817858203,0.6725823976819992,0.7747183979974969,0.59424,0.8634234778667472
2019-05-25 20:05:36.282861,mahalanobis;,1,RFE_fs,kfold_cross_val_predictions,5,WAU,0.8590833734424301,0.9354763568600046,0.7942252546227628,0.6611804037546611,0.5526655202063628,0.82272,0.8009518054086721
