2019-05-25 15:52:42.273182,pca;lda;,0,None,kfold_cross_val_predictions,5,0.8926931016221941,0.8502140974967062,0.9396400700748527,0.5131888605608943,0.6636023584606606,0.4183620448459171,0.8241487713083905
2019-05-25 15:52:55.702248,pca;bayes;,0,None,kfold_cross_val_predictions,5,0.8874156350871092,0.8495151691705856,0.9288558232657611,0.5046858563641579,0.6279374144803379,0.4218793716775251,0.8165330971883994
2019-05-25 15:53:05.930677,pca;knearest_neighbours;,0,None,kfold_cross_val_predictions,5,0.878555384083083,0.8493050320141861,0.9098923850476646,0.4947563232572486,0.5775016001706849,0.4327511091570406,0.8041797653309719
